Gene_accession no.,Class,amr_gene,amr_allele,Phenotype,PMID,Mechanism of resistance,Notes,Required_gene,Reference
blaCTX-M-43_1_DQ102702,Beta-lactam,blaCTX-M,blaCTX-M-43,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",16510850,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-44_1_D37830,Beta-lactam,blaCTX-M,blaCTX-M-44,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",8619581,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-46_1_AY847147,Beta-lactam,blaCTX-M,blaCTX-M-46,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin","16082008, 16333139",Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-47_1_AY847143,Beta-lactam,blaCTX-M,blaCTX-M-47,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin","16082008, 16333139",Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-48_1_AY847144,Beta-lactam,blaCTX-M,blaCTX-M-48,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin","16082008, 16333139",Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-49_1_AY847145,Beta-lactam,blaCTX-M,blaCTX-M-49,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin","16082008, 16333139",Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-50_1_AY847146,Beta-lactam,blaCTX-M,blaCTX-M-50,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin","16082008, 16333139",Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-51_1_DQ211987,Beta-lactam,blaCTX-M,blaCTX-M-51,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-52_1_DQ223685,Beta-lactam,blaCTX-M,blaCTX-M-52,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-53_1_DQ268764,Beta-lactam,blaCTX-M,blaCTX-M-53,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",19273683,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-54_1_DQ303459,Beta-lactam,blaCTX-M,blaCTX-M-54,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",16785225,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-55_1_DQ810789,Beta-lactam,blaCTX-M,blaCTX-M-55,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin","17449211, 18054206, 26169409",Enzymatic inactivation,Class A;Alternative name blaCTX-M-57,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-56_1_EF374097,Beta-lactam,blaCTX-M,blaCTX-M-56,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",17548490,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-58_1_EF210159,Beta-lactam,blaCTX-M,blaCTX-M-58,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-59_1_DQ408762,Beta-lactam,blaCTX-M,blaCTX-M-59,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",18347108,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-60_1_AM411407,Beta-lactam,blaCTX-M,blaCTX-M-60,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-61_1_EF219142,Beta-lactam,blaCTX-M,blaCTX-M-61,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-62_1_EF219134,Beta-lactam,blaCTX-M,blaCTX-M-62,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",22252811,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-63_1_AB205197,Beta-lactam,blaCTX-M,blaCTX-M-63,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-64_1_AB284167,Beta-lactam,blaCTX-M,blaCTX-M-64,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",18955524,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-65_1_EF418608,Beta-lactam,blaCTX-M,blaCTX-M-65,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-66_1_EF576988,Beta-lactam,blaCTX-M,blaCTX-M-66,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",17913434,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-67_1_EF581888,Beta-lactam,blaCTX-M,blaCTX-M-67,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",18775649,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-68_1_EU177100,Beta-lactam,blaCTX-M,blaCTX-M-68,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",19748232,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-69_1_EU402393,Beta-lactam,blaCTX-M,blaCTX-M-69,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-71_1_FJ815436,Beta-lactam,blaCTX-M,blaCTX-M-71,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",19620330,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-72_1_AY847148,Beta-lactam,blaCTX-M,blaCTX-M-72,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",19590148,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-73_1_DQ343292,Beta-lactam,blaCTX-M,blaCTX-M-73,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-74_1_GQ149243,Beta-lactam,blaCTX-M,blaCTX-M-74,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",19748435,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-75_1_GQ149244,Beta-lactam,blaCTX-M,blaCTX-M-75,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",19748435,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-76_1_AM982520,Beta-lactam,blaCTX-M,blaCTX-M-76,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-77_1_AM982521,Beta-lactam,blaCTX-M,blaCTX-M-77,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-78_1_AM982522,Beta-lactam,blaCTX-M,blaCTX-M-78,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-79_1_EF426798,Beta-lactam,blaCTX-M,blaCTX-M-79,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",18772941,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-80_1_EU202673,Beta-lactam,blaCTX-M,blaCTX-M-80,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",19294528,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-81_1_EU136031,Beta-lactam,blaCTX-M,blaCTX-M-81,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",19294528,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-82_1_DQ256091,Beta-lactam,blaCTX-M,blaCTX-M-82,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",19297379,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-83_1_FJ214366,Beta-lactam,blaCTX-M,blaCTX-M-83,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",18984647,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-84_1_FJ214367,Beta-lactam,blaCTX-M,blaCTX-M-84,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",18984647,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-85_1_FJ214368,Beta-lactam,blaCTX-M,blaCTX-M-85,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",18984647,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-86_1_FJ214369,Beta-lactam,blaCTX-M,blaCTX-M-86,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",18984647,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-87_1_EU545409,Beta-lactam,blaCTX-M,blaCTX-M-87,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",19429759,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-88_1_FJ873739,Beta-lactam,blaCTX-M,blaCTX-M-88,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",19785534,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-89_1_FJ971899,Beta-lactam,blaCTX-M,blaCTX-M-89,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",19587301,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-90_1_FJ907381,Beta-lactam,blaCTX-M,blaCTX-M-90,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-91_1_GQ870432,Beta-lactam,blaCTX-M,blaCTX-M-91,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-92_1_GU127598,Beta-lactam,blaCTX-M,blaCTX-M-92,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",20576750,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-93_1_HQ166709,Beta-lactam,blaCTX-M,blaCTX-M-93,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",21343457,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-94_1_HM167760,Beta-lactam,blaCTX-M,blaCTX-M-94,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",23050014,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-95_1_FN813245,Beta-lactam,blaCTX-M,blaCTX-M-95,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-96_1_AJ704396,Beta-lactam,blaCTX-M,blaCTX-M-96,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-97_1_HM776707,Beta-lactam,blaCTX-M,blaCTX-M-97,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",23117265,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-98_1_HM755448,Beta-lactam,blaCTX-M,blaCTX-M-98,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",22325120,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-99_1_HM803271,Beta-lactam,blaCTX-M,blaCTX-M-99,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-100_1_FR682582,Beta-lactam,blaCTX-M,blaCTX-M-100,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",23050014,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-101_1_HQ398214,Beta-lactam,blaCTX-M,blaCTX-M-101,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",24999233,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-102_1_HQ398215,Beta-lactam,blaCTX-M,blaCTX-M-102,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",22325120,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-103_1_HG423149,Beta-lactam,blaCTX-M,blaCTX-M-103,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",23926164,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-104_1_HQ833652,Beta-lactam,blaCTX-M,blaCTX-M-104,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",22325120,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-105_1_HQ833651,Beta-lactam,blaCTX-M,blaCTX-M-105,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",22407683,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-110_1_JF274242,Beta-lactam,blaCTX-M,blaCTX-M-110,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",21859815,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-111_1_JF274243,Beta-lactam,blaCTX-M,blaCTX-M-111,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",21859815,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-112_1_JF274246,Beta-lactam,blaCTX-M,blaCTX-M-112,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",21859815,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-113_1_JF274247,Beta-lactam,blaCTX-M,blaCTX-M-113,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",21859815,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-114_1_GQ351346,Beta-lactam,blaCTX-M,blaCTX-M-114,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-116_1_JF966749,Beta-lactam,blaCTX-M,blaCTX-M-116,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",23318795,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-117_1_JN227085,Beta-lactam,blaCTX-M,blaCTX-M-117,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",23127481,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-121_1_JN790862,Beta-lactam,blaCTX-M,blaCTX-M-121,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",24999233,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-122_1_JN790863,Beta-lactam,blaCTX-M,blaCTX-M-122,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-123_1_JN790864,Beta-lactam,blaCTX-M,blaCTX-M-123,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-124_1_JQ429324,Beta-lactam,blaCTX-M,blaCTX-M-124,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",22314536,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-125_1_JQ724542,Beta-lactam,blaCTX-M,blaCTX-M-125,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-126_1_AB703103,Beta-lactam,blaCTX-M,blaCTX-M-126,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",22843833,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-127_1_MF196229,Beta-lactam,blaCTX-M,blaCTX-M-127,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaCTX-M-129_1_JX017364,Beta-lactam,blaCTX-M,blaCTX-M-129,"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin",Unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
